context_id,context_len,bayes_p_next_1,model_p_next_1
74,3277,0.34036144578313254,0.41312599182128906
75,1890,0.6763005780346821,0.663242757320404
76,3552,0.1359918200408998,0.17237691581249237
77,3878,0.7424148606811145,0.7555978894233704
78,1271,0.2672,0.3044796884059906
79,2184,0.4207650273224044,0.3493475615978241
80,2189,0.5020134228187919,0.4847481846809387
81,2253,0.2771929824561403,0.3080938756465912
82,352,0.4069767441860465,0.48131510615348816
83,1555,0.6256781193490054,0.5807830095291138
84,2415,0.8136246786632391,0.8212684988975525
85,3766,0.2128205128205128,0.22569261491298676
86,1023,0.5032258064516129,0.5139212012290955
87,2660,0.28939393939393937,0.29012006521224976
88,3148,0.1545595054095827,0.11542314291000366
89,3790,0.8920863309352518,0.9248345494270325
90,764,0.314540059347181,0.3692625164985657
91,2782,0.6674816625916871,0.6443364024162292
92,1324,0.3434650455927052,0.3659748136997223
93,1838,0.8571428571428571,0.9228066802024841
94,122,0.9666666666666667,0.9317947626113892
95,2976,0.7381703470031545,0.737459123134613
96,195,0.13725490196078433,0.1314147710800171
97,1571,0.9412673879443586,0.9376533627510071
98,2066,0.8507157464212679,0.8432815074920654
99,2761,0.6669733210671573,0.6571393013000488
100,1952,0.17986798679867988,0.12284328788518906
101,3446,0.37549407114624506,0.33171847462654114
102,578,0.6883561643835616,0.7151052355766296
103,1121,0.949738219895288,0.9554954767227173
104,1102,0.04018912529550828,0.05081973969936371
105,1595,0.1452081316553727,0.1544952690601349
106,76,0.5172413793103449,0.4633403420448303
107,1795,0.4960505529225908,0.5084852576255798
108,1600,0.046153846153846156,0.0451308973133564
109,2424,0.15137614678899083,0.24683310091495514
110,2385,0.8719723183391004,0.8800011277198792
111,1198,0.07803121248499399,0.09821438789367676
112,1786,0.13142857142857142,0.1149744838476181
113,2092,0.7467948717948718,0.7272658944129944
114,3431,0.12326714125140502,0.12435831129550934
115,373,0.54,0.5055023431777954
116,2549,0.14444444444444443,0.14853180944919586
117,387,0.4883720930232558,0.5122265815734863
118,1136,0.13541666666666666,0.14059896767139435
119,1854,0.8922413793103449,0.8931297659873962
120,3334,0.5015527950310559,0.5010354518890381
121,1421,0.7684391080617495,0.7835829257965088
122,2077,0.20869565217391303,0.21759076416492462
123,2398,0.9294871794871795,0.875990092754364
124,3123,0.6674008810572687,0.7010275721549988
125,1659,0.9383399209486166,0.9489775896072388
126,2346,0.1346153846153846,0.13855959475040436
127,3446,0.525,0.4239923357963562
128,1827,0.610248447204969,0.546504020690918
129,3845,0.540084388185654,0.5363871455192566
130,1661,0.0196078431372549,0.03175777196884155
131,1809,0.850597609561753,0.8488167524337769
132,153,0.7169811320754716,0.6790630221366882
133,2213,0.3446261682242991,0.38454052805900574
134,1956,0.2992957746478873,0.2970736622810364
135,1737,0.05642633228840126,0.02789599634706974
136,2578,0.040498442367601244,0.044498492032289505
137,2272,0.674884437596302,0.6143437027931213
138,3878,0.061590838749613123,0.04593420401215553
139,1703,0.9824902723735408,0.9860354661941528
140,1819,0.38155136268343814,0.3674646019935608
141,3338,0.6008902077151336,0.6364057660102844
142,2022,0.2633889376646181,0.282802015542984
143,1073,0.94,0.9385299682617188
144,2157,0.8487208008898777,0.823040783405304
145,2107,0.43636363636363634,0.42413538694381714
146,1711,0.3885350318471338,0.45681989192962646
147,2204,0.9962825278810409,0.9489299058914185
148,2397,0.20047732696897375,0.22746238112449646
149,3978,0.33305439330543934,0.35710158944129944
150,347,0.5,0.4877164959907532
151,3745,0.2533889468196038,0.2506484389305115
152,2033,0.7705382436260623,0.7966604232788086
153,1594,0.6814516129032258,0.669285774230957
154,2524,0.5799648506151143,0.6302709579467773
155,530,0.20095693779904306,0.1884874403476715
156,3063,0.1574585635359116,0.1760832965373993
157,444,0.7459016393442623,0.7583499550819397
158,1797,0.8565022421524664,0.8590763211250305
159,877,0.9887165021156559,0.9813063740730286
160,1284,0.20694645441389292,0.24003636837005615
161,1962,0.6807980049875312,0.6930809020996094
162,87,0.8888888888888888,0.9386246800422668
163,3647,0.5111821086261981,0.5093064308166504
164,3114,0.28012684989429176,0.2926620841026306
165,3928,0.45014245014245013,0.47239232063293457
166,376,0.20689655172413793,0.1935993880033493
167,774,0.34615384615384615,0.38299259543418884
168,2039,0.05009276437847866,0.06527969241142273
169,3512,0.5764192139737991,0.4884609282016754
170,1291,0.3619047619047619,0.34586581587791443
171,1271,0.6346666666666667,0.6692894101142883
172,3454,0.9948403740728797,0.9931992888450623
173,70,0.8571428571428571,0.879917323589325
174,3896,0.10733844468784227,0.1439456343650818
175,829,0.872093023255814,0.8718627095222473
176,1349,0.4085603112840467,0.4936055541038513
177,1370,0.98,0.9785395860671997
178,3683,0.02967268277760783,0.02141525410115719
179,3375,0.15316901408450703,0.202163428068161
180,1424,0.4290657439446367,0.45842108130455017
181,1440,0.4020797227036395,0.37777093052864075
182,3338,0.7601880877742947,0.8074663281440735
183,1204,0.008888888888888889,0.041693635284900665
184,3284,0.7397622192866579,0.678752601146698
185,3354,0.9280435628160248,0.9291031956672668
186,2706,0.6733909702209414,0.6481574773788452
187,3061,0.90153452685422,0.8986692428588867
188,986,0.5172413793103449,0.5617935657501221
189,2331,0.3176710929519918,0.3710200786590576
190,619,0.2,0.23133346438407898
191,296,0.4189189189189189,0.4450047016143799
192,1775,0.49842271293375395,0.4549732208251953
193,1251,0.8651362984218077,0.8674734830856323
194,675,0.08108108108108109,0.09999733418226242
195,2185,0.7740693196405648,0.7786881327629089
196,3585,0.23833902161547213,0.2660013437271118
197,1066,0.2041522491349481,0.17198525369167328
198,786,0.04355108877721943,0.046776123344898224
199,3565,0.12054329371816638,0.1385556012392044
200,186,0.1951219512195122,0.2622390687465668
