context_id,context_length,true_p,context_ones,model_p_next_1,bayes_p_next_1
67,108,0.11185753345489502,11,0.10082998126745224,0.10909090909090909
68,139,0.9581872820854187,135,0.9581443071365356,0.9645390070921985
69,87,0.4994996190071106,41,0.46878179907798767,0.47191011235955055
70,141,0.24225378036499023,34,0.25552722811698914,0.24475524475524477
71,224,0.862389326095581,203,0.8966308832168579,0.9026548672566371
72,211,0.9082770347595215,186,0.8694570660591125,0.8779342723004695
73,12,0.8817330002784729,11,0.9081306457519531,0.8571428571428571
74,85,0.5415915250778198,43,0.5016249418258667,0.5057471264367817
75,145,0.9450548887252808,139,0.9494250416755676,0.9523809523809523
76,232,0.5459446310997009,125,0.5343452095985413,0.5384615384615384
77,114,0.5011484622955322,61,0.5305889248847961,0.5344827586206896
78,160,0.2935976982116699,42,0.278096467256546,0.2654320987654321
79,147,0.2735774517059326,40,0.2879500389099121,0.2751677852348993
80,107,0.21975594758987427,28,0.27724918723106384,0.26605504587155965
81,108,0.06936812400817871,2,0.042354464530944824,0.02727272727272727
82,227,0.9100877642631531,210,0.9173039793968201,0.9213973799126638
83,212,0.9538865089416504,199,0.9314132928848267,0.9345794392523364
84,183,0.881537675857544,161,0.8675852417945862,0.8756756756756757
85,94,0.31817173957824707,28,0.3134790360927582,0.3020833333333333
86,31,0.5794466733932495,21,0.6774470210075378,0.6666666666666666
87,251,0.787291407585144,203,0.7970821857452393,0.8063241106719368
88,224,0.793992817401886,182,0.8005243539810181,0.8097345132743363
89,64,0.9499163031578064,59,0.9138129949569702,0.9090909090909091
90,130,0.7944046258926392,100,0.762706458568573,0.7651515151515151
91,135,0.2845180630683899,38,0.2973848581314087,0.2846715328467153
92,212,0.16895657777786255,40,0.1968105435371399,0.19158878504672897
93,97,0.04381513595581055,5,0.059066981077194214,0.06060606060606061
94,75,0.8274523615837097,66,0.8678210377693176,0.8701298701298701
95,232,0.3126547336578369,69,0.3130357265472412,0.29914529914529914
96,159,0.4013638496398926,63,0.40245747566223145,0.39751552795031053
97,75,0.9337388277053833,72,0.9504969716072083,0.948051948051948
98,93,0.7634919285774231,73,0.7769215703010559,0.7789473684210526
99,83,0.95843106508255,79,0.9437580108642578,0.9411764705882353
100,40,0.9783213138580322,40,0.9666846394538879,0.9761904761904762
101,113,0.1852574348449707,18,0.16296127438545227,0.16521739130434782
102,72,0.3543243408203125,25,0.3592883050441742,0.35135135135135137
103,21,0.6965311765670776,11,0.5192654132843018,0.5217391304347826
104,19,0.1494361162185669,3,0.1613607108592987,0.19047619047619047
105,17,0.14170491695404053,2,0.11685454845428467,0.15789473684210525
106,224,0.7110720276832581,151,0.6742120981216431,0.672566371681416
107,15,0.15397197008132935,3,0.2018834352493286,0.23529411764705882
108,216,0.37472987174987793,76,0.36050114035606384,0.3532110091743119
109,120,0.4259337782859802,53,0.44172632694244385,0.4426229508196721
110,199,0.4900134801864624,85,0.4296344220638275,0.42786069651741293
111,138,0.8361027836799622,115,0.822502613067627,0.8285714285714286
112,13,0.19404107332229614,4,0.32288792729377747,0.3333333333333333
113,48,0.09228461980819702,2,0.05284418165683746,0.06
114,127,0.8132250308990479,111,0.8614140152931213,0.8682170542635659
115,113,0.13150805234909058,14,0.12347263842821121,0.13043478260869565
116,232,0.3538244366645813,85,0.37630602717399597,0.36752136752136755
117,123,0.3548125624656677,39,0.33172571659088135,0.32
118,101,0.5380593538284302,52,0.5103944540023804,0.5145631067961165
119,55,0.32026535272598267,18,0.3411827087402344,0.3333333333333333
120,20,0.304601788520813,5,0.26500123739242554,0.2727272727272727
121,118,0.7625204920768738,94,0.7860147953033447,0.7916666666666666
122,222,0.003502488136291504,1,0.0354161374270916,0.008928571428571428
123,149,0.7886095643043518,116,0.7698245048522949,0.7748344370860927
124,71,0.23559176921844482,9,0.12141858041286469,0.136986301369863
125,50,0.2597351670265198,13,0.27550241351127625,0.2692307692307692
126,56,0.2183820605278015,18,0.3357827067375183,0.3275862068965517
127,228,0.3948504328727722,88,0.39348721504211426,0.3869565217391304
128,83,0.49251335859298706,39,0.4674980640411377,0.47058823529411764
129,16,0.2521761655807495,4,0.2650013267993927,0.2777777777777778
130,174,0.16900312900543213,26,0.1517089307308197,0.1534090909090909
131,121,0.22398680448532104,27,0.2358464151620865,0.22764227642276422
132,62,0.9216216802597046,56,0.8932802081108093,0.890625
133,196,0.6024395227432251,120,0.613385796546936,0.6111111111111112
134,189,0.36360424757003784,61,0.33283424377441406,0.32460732984293195
135,166,0.7113652229309082,108,0.6525143980979919,0.6488095238095238
136,104,0.9350475072860718,100,0.9516611099243164,0.9528301886792453
137,18,0.45589137077331543,9,0.49735793471336365,0.5
138,157,0.4103512763977051,68,0.4349624514579773,0.4339622641509434
139,96,0.03767812252044678,5,0.059424784034490585,0.061224489795918366
140,34,0.5919392108917236,22,0.6489751935005188,0.6388888888888888
141,247,0.5304129719734192,134,0.5402799248695374,0.5421686746987951
142,152,0.9837092161178589,148,0.9595378637313843,0.9675324675324676
143,240,0.4002675414085388,109,0.45306453108787537,0.45454545454545453
144,10,0.12154418230056763,3,0.3155318796634674,0.3333333333333333
145,156,0.9059479832649231,144,0.9158124923706055,0.9177215189873418
146,245,0.7409182786941528,172,0.7019278407096863,0.7004048582995951
147,111,0.5322197079658508,62,0.5570000410079956,0.5575221238938053
148,23,0.04225003719329834,1,0.053933870047330856,0.08
149,128,0.5847955346107483,79,0.6162576675415039,0.6153846153846154
150,22,0.26013708114624023,2,0.09043623507022858,0.125
151,228,0.4014599323272705,83,0.37177523970603943,0.3652173913043478
152,29,0.6613008975982666,23,0.7843798398971558,0.7741935483870968
153,104,0.4435018301010132,41,0.39917659759521484,0.39622641509433965
154,118,0.39543092250823975,44,0.37987077236175537,0.375
155,134,0.9388975501060486,121,0.8949716091156006,0.8970588235294118
156,136,0.08375608921051025,6,0.054323989897966385,0.050724637681159424
157,145,0.2507030963897705,31,0.22540777921676636,0.21768707482993196
158,253,0.7361208200454712,187,0.734840989112854,0.7372549019607844
159,93,0.07562375068664551,7,0.07676860690116882,0.08421052631578947
160,10,0.28146618604660034,2,0.20978257060050964,0.25
161,12,0.9780626893043518,12,0.9666846394538879,0.9285714285714286
162,193,0.045862436294555664,6,0.0469391755759716,0.035897435897435895
163,165,0.7891682386398315,127,0.763126015663147,0.7664670658682635
164,75,0.8174169659614563,65,0.8536608219146729,0.8571428571428571
165,151,0.37858593463897705,51,0.35074836015701294,0.33986928104575165
166,224,0.48471635580062866,91,0.41122904419898987,0.40707964601769914
167,80,0.9449571967124939,75,0.9302297234535217,0.926829268292683
168,217,0.3362548351287842,76,0.3619808256626129,0.3515981735159817
169,160,0.03976482152938843,12,0.07654694467782974,0.08024691358024691
170,80,0.9554328322410583,72,0.8897084593772888,0.8902439024390244
171,235,0.27228641510009766,67,0.3009878695011139,0.2869198312236287
172,135,0.40414297580718994,54,0.40435540676116943,0.40145985401459855
173,56,0.4097874164581299,24,0.4309099018573761,0.43103448275862066
174,252,0.657645046710968,169,0.6721919178962708,0.6692913385826772
175,103,0.7875438928604126,81,0.776852011680603,0.780952380952381
176,42,0.1521148681640625,9,0.2259610891342163,0.22727272727272727
177,213,0.946227490901947,202,0.9406768679618835,0.9441860465116279
178,94,0.2664933204650879,24,0.2706119418144226,0.2604166666666667
179,8,0.6646348834037781,5,0.62442547082901,0.6
180,232,0.3948894143104553,89,0.39143678545951843,0.38461538461538464
181,148,0.38512134552001953,48,0.33846452832221985,0.32666666666666666
182,60,0.522348165512085,29,0.4800610840320587,0.4838709677419355
183,49,0.186001718044281,8,0.16752195358276367,0.17647058823529413
184,110,0.00854724645614624,1,0.03708219528198242,0.017857142857142856
185,241,0.7781827449798584,204,0.8330507874488831,0.8436213991769548
186,61,0.7478860020637512,44,0.7196077108383179,0.7142857142857143
187,193,0.4682551622390747,77,0.4048507511615753,0.4
188,78,0.25903284549713135,20,0.2717556953430176,0.2625
189,1,0.8194661736488342,1,0.9666846394538879,0.6666666666666666
190,98,0.14976710081100464,12,0.12192931026220322,0.13
191,80,0.8748705983161926,69,0.8493239879608154,0.8536585365853658
192,118,0.11865884065628052,10,0.0848739817738533,0.09166666666666666
193,189,0.29460692405700684,54,0.3015894889831543,0.2879581151832461
194,47,0.9005925059318542,42,0.8826621770858765,0.8775510204081632
195,7,0.4490343928337097,3,0.4309099316596985,0.4444444444444444
196,228,0.6742743849754333,147,0.6466465592384338,0.6434782608695652
197,14,0.37709522247314453,5,0.36813685297966003,0.375
198,20,0.900224506855011,19,0.9400601387023926,0.9090909090909091
199,237,0.276017427444458,70,0.31104326248168945,0.29707112970711297
200,184,0.9483541250228882,175,0.9431253671646118,0.946236559139785
201,57,0.8162739872932434,47,0.8118012547492981,0.8135593220338984
202,217,0.9154938459396362,193,0.8804609179496765,0.8858447488584474
203,60,0.3158770203590393,20,0.3430291414260864,0.3387096774193548
204,109,0.6616567373275757,70,0.6422148942947388,0.6396396396396397
205,68,0.19890469312667847,8,0.11234647035598755,0.12857142857142856
206,222,0.2560955286026001,58,0.2700031101703644,0.26339285714285715
207,6,0.4090557098388672,2,0.3430291414260864,0.375
208,80,0.17866480350494385,21,0.271331250667572,0.2682926829268293
209,67,0.5975519418716431,44,0.6569519639015198,0.6521739130434783
210,182,0.725009024143219,132,0.7223615050315857,0.7228260869565217
211,58,0.006783485412597656,0,0.033902037888765335,0.016666666666666666
212,34,0.1754159927368164,8,0.24163199961185455,0.25
213,23,0.9374533295631409,23,0.9666845202445984,0.96
214,216,0.24890440702438354,59,0.2826453447341919,0.27522935779816515
215,233,0.20116585493087769,49,0.21356956660747528,0.2127659574468085
216,80,0.40519005060195923,33,0.41671326756477356,0.4146341463414634
217,180,0.8304767608642578,154,0.8421930074691772,0.8516483516483516
218,128,0.545883297920227,66,0.5111562609672546,0.5153846153846153
219,44,0.5363914370536804,21,0.4743759036064148,0.4782608695652174
220,188,0.9622752666473389,185,0.9641411900520325,0.9789473684210527
221,42,0.7024186253547668,25,0.5955939292907715,0.5909090909090909
222,66,0.5145712494850159,35,0.5277214646339417,0.5294117647058824
223,35,0.9280132055282593,34,0.9582647085189819,0.9459459459459459
224,37,0.9750277400016785,37,0.9666846394538879,0.9743589743589743
225,208,0.03892940282821655,5,0.04343203082680702,0.02857142857142857
226,69,0.22457826137542725,21,0.31970223784446716,0.30985915492957744
227,184,0.31089121103286743,60,0.3360655605792999,0.3279569892473118
228,246,0.3506052494049072,83,0.34690290689468384,0.3387096774193548
229,91,0.2512458562850952,26,0.3015896677970886,0.2903225806451613
230,115,0.6306290030479431,71,0.6164713501930237,0.6153846153846154
231,137,0.9041396975517273,128,0.9269806742668152,0.9280575539568345
232,9,0.5657818913459778,4,0.44423696398735046,0.45454545454545453
233,148,0.4555712938308716,64,0.43434786796569824,0.43333333333333335
234,44,0.5942079424858093,24,0.5433322787284851,0.5434782608695652
235,247,0.6357313990592957,157,0.6354522705078125,0.6345381526104418
236,215,0.6048088073730469,128,0.5932632684707642,0.5944700460829493
237,36,0.4315817356109619,13,0.37165358662605286,0.3684210526315789
238,162,0.7425700426101685,124,0.758213996887207,0.7621951219512195
239,94,0.12058162689208984,12,0.12752698361873627,0.13541666666666666
240,178,0.5520041584968567,107,0.599357008934021,0.6
241,84,0.02903062105178833,4,0.056511133909225464,0.05813953488372093
242,24,0.6636921167373657,13,0.5394075512886047,0.5384615384615384
243,58,0.6542361378669739,36,0.6221392750740051,0.6166666666666667
244,155,0.9817178249359131,152,0.9628667831420898,0.9745222929936306
245,241,0.9101456999778748,227,0.9345957636833191,0.9382716049382716
246,237,0.7149620652198792,172,0.7227827310562134,0.7238493723849372
247,156,0.06886065006256104,7,0.05478774756193161,0.05063291139240506
248,12,0.0882222056388855,2,0.17143523693084717,0.21428571428571427
249,40,0.8810499906539917,36,0.8917945027351379,0.8809523809523809
250,109,0.21983098983764648,24,0.23255914449691772,0.22522522522522523
251,159,0.32387614250183105,46,0.30513283610343933,0.2919254658385093
252,100,0.1784488558769226,20,0.20978255569934845,0.20588235294117646
253,178,0.2500882148742676,47,0.27969324588775635,0.26666666666666666
254,84,0.41985929012298584,33,0.39794185757637024,0.3953488372093023
255,95,0.8085876703262329,71,0.7430938482284546,0.7422680412371134
256,234,0.9503754377365112,222,0.9410057663917542,0.9449152542372882
257,228,0.8161439299583435,177,0.7678633332252502,0.7739130434782608
258,248,0.25159788131713867,60,0.2563892602920532,0.244
259,189,0.5351726412773132,98,0.5140122771263123,0.518324607329843
260,235,0.1602686047554016,36,0.15598946809768677,0.15611814345991562
261,117,0.8146716952323914,93,0.7844467759132385,0.7899159663865546
262,175,0.7360482215881348,123,0.7026843428611755,0.7005649717514124
263,97,0.2675933837890625,24,0.26226285099983215,0.25252525252525254
264,68,0.5482584238052368,41,0.6036742329597473,0.6
265,12,0.5530684590339661,8,0.6668837666511536,0.6428571428571429
266,229,0.2700337767601013,67,0.3027956187725067,0.2943722943722944
267,172,0.992431640625,170,0.9654102325439453,0.9827586206896551
268,198,0.6602199673652649,137,0.6924834847450256,0.69
269,144,0.35114264488220215,49,0.35303813219070435,0.3424657534246575
270,104,0.6615046858787537,78,0.745452880859375,0.7452830188679245
271,87,0.5419644713401794,49,0.5618873834609985,0.5617977528089888
272,208,0.26366329193115234,50,0.24726787209510803,0.24285714285714285
273,55,0.3589687943458557,18,0.33721035718917847,0.3333333333333333
274,127,0.12676399946212769,15,0.11734015494585037,0.12403100775193798
275,234,0.9627251029014587,229,0.962001621723175,0.9745762711864406
276,118,0.9624937176704407,115,0.9600161910057068,0.9666666666666667
277,204,0.7289376854896545,152,0.7401694655418396,0.7427184466019418
278,4,0.3256290555000305,2,0.49735793471336365,0.5
279,127,0.17847687005996704,19,0.14542536437511444,0.15503875968992248
280,68,0.5583438277244568,43,0.6320663690567017,0.6285714285714286
281,102,0.8670274615287781,85,0.82017982006073,0.8269230769230769
282,31,0.1826871633529663,6,0.20240257680416107,0.21212121212121213
283,172,0.5485128164291382,111,0.6454336047172546,0.6436781609195402
284,114,0.32125890254974365,39,0.3513604402542114,0.3448275862068966
285,43,0.49958717823028564,21,0.48482173681259155,0.4888888888888889
286,197,0.03609400987625122,6,0.046611301600933075,0.035175879396984924
287,67,0.9406526684761047,63,0.9330189228057861,0.927536231884058
288,211,0.4205782413482666,75,0.3666331171989441,0.3568075117370892
289,51,0.10567641258239746,4,0.07941114157438278,0.09433962264150944
290,84,0.6731199622154236,56,0.6668838858604431,0.6627906976744186
291,217,0.062186598777770996,10,0.05554104968905449,0.0502283105022831
292,80,0.7008189558982849,55,0.6883198618888855,0.6829268292682927
293,195,0.1811537742614746,46,0.24230147898197174,0.23857868020304568
294,80,0.1510106921195984,13,0.166642427444458,0.17073170731707318
295,233,0.11987864971160889,35,0.15260453522205353,0.15319148936170213
296,250,0.7640568614006042,190,0.7544167041778564,0.7579365079365079
297,105,0.4431159496307373,45,0.4299429953098297,0.42990654205607476
298,227,0.02654266357421875,6,0.04458485171198845,0.03056768558951965
299,41,0.5566949844360352,23,0.5595336556434631,0.5581395348837209
300,241,0.6391005516052246,141,0.5824116468429565,0.5843621399176955
301,232,0.8155274391174316,188,0.7985354661941528,0.8076923076923077
302,233,0.9499030113220215,219,0.9326386451721191,0.9361702127659575
303,68,0.5483993887901306,36,0.5268110036849976,0.5285714285714286
304,233,0.5245974659919739,125,0.5319990515708923,0.5361702127659574
305,219,0.5501384139060974,123,0.5578597784042358,0.5610859728506787
306,138,0.8466756343841553,121,0.8643978834152222,0.8714285714285714
307,7,0.10548728704452515,1,0.14430031180381775,0.2222222222222222
308,193,0.8619121313095093,167,0.8522172570228577,0.8615384615384616
309,80,0.17464834451675415,14,0.18104299902915955,0.18292682926829268
310,184,0.9759373664855957,180,0.9618326425552368,0.9731182795698925
311,38,0.1748226284980774,8,0.2217288464307785,0.225
312,228,0.27784281969070435,57,0.26500141620635986,0.25217391304347825
313,126,0.16648906469345093,19,0.15326179563999176,0.15625
314,244,0.5245615839958191,126,0.5119139552116394,0.516260162601626
315,43,0.5067905187606812,25,0.5810209512710571,0.5777777777777777
316,116,0.8211748600006104,94,0.7985354661941528,0.8050847457627118
317,35,0.4502401351928711,17,0.4823065996170044,0.4864864864864865
318,18,0.22425037622451782,2,0.1100912019610405,0.15
319,168,0.006846904754638672,2,0.03816841542720795,0.01764705882352941
320,92,0.016035616397857666,2,0.042360592633485794,0.031914893617021274
321,138,0.1698014736175537,19,0.13852261006832123,0.14285714285714285
322,188,0.18048399686813354,35,0.1939234882593155,0.18947368421052632
323,254,0.6263975501060486,141,0.5510889887809753,0.5546875
324,225,0.3726195693016052,91,0.4096476435661316,0.4052863436123348
325,125,0.9900408387184143,123,0.964126706123352,0.9763779527559056
326,145,0.0644790530204773,4,0.04515482112765312,0.034013605442176874
327,180,0.37850266695022583,60,0.34673386812210083,0.33516483516483514
328,209,0.09127616882324219,20,0.09490244835615158,0.0995260663507109
329,167,0.760959267616272,119,0.7107487916946411,0.7100591715976331
330,145,0.23275136947631836,28,0.20189236104488373,0.19727891156462585
331,49,0.993964672088623,49,0.9666846394538879,0.9803921568627451
332,67,0.6157228946685791,39,0.5792800188064575,0.5797101449275363
333,74,0.8023063540458679,62,0.8245470523834229,0.8289473684210527
334,95,0.639831006526947,63,0.6649131178855896,0.6597938144329897
335,251,0.9873207211494446,249,0.9661575555801392,0.9881422924901185
336,42,0.5750926733016968,26,0.6182063817977905,0.6136363636363636
337,63,0.21043461561203003,17,0.2791515290737152,0.27692307692307694
338,34,0.45138096809387207,13,0.3903276026248932,0.3888888888888889
339,90,0.31798118352890015,31,0.35356494784355164,0.34782608695652173
340,137,0.86838299036026,119,0.8557011485099792,0.8633093525179856
341,149,0.5726427435874939,82,0.548408031463623,0.5496688741721855
342,228,0.43862777948379517,113,0.49307239055633545,0.4956521739130435
343,129,0.4801381826400757,60,0.4630979001522064,0.46564885496183206
344,230,0.5980467796325684,144,0.6255581974983215,0.625
345,215,0.7828101515769958,177,0.8105674386024475,0.8202764976958525
346,184,0.43853533267974854,89,0.4815729856491089,0.4838709677419355
347,45,0.12690895795822144,4,0.08858878910541534,0.10638297872340426
348,12,0.019371747970581055,1,0.08363094180822372,0.14285714285714285
349,37,0.03967428207397461,0,0.033902037888765335,0.02564102564102564
350,157,0.8130536079406738,132,0.8274087309837341,0.8364779874213837
351,243,0.3240128755569458,68,0.28965383768081665,0.2816326530612245
352,127,0.16181957721710205,17,0.13429591059684753,0.13953488372093023
353,91,0.12847715616226196,13,0.14430031180381775,0.15053763440860216
354,94,0.9335075616836548,87,0.9177551865577698,0.9166666666666666
355,24,0.2512117624282837,5,0.21134087443351746,0.23076923076923078
356,193,0.8823093771934509,171,0.8768361210823059,0.882051282051282
357,149,0.3855765461921692,51,0.3548470735549927,0.3443708609271523
358,200,0.35711121559143066,78,0.3970148265361786,0.3910891089108911
359,123,0.39429885149002075,43,0.36141151189804077,0.352
360,82,0.8384555578231812,71,0.8528110980987549,0.8571428571428571
361,27,0.42849963903427124,12,0.4442369341850281,0.4482758620689655
362,13,0.4407777786254883,4,0.32288792729377747,0.3333333333333333
363,251,0.28457212448120117,58,0.24459704756736755,0.233201581027668
364,248,0.05591452121734619,13,0.05964973568916321,0.056
365,85,0.8880628943443298,80,0.9338812828063965,0.9310344827586207
366,165,0.6813592910766602,112,0.6787788271903992,0.6766467065868264
367,75,0.8302172422409058,60,0.7890828251838684,0.7922077922077922
368,166,0.6585966348648071,105,0.6342915892601013,0.6309523809523809
369,106,0.5747221112251282,57,0.5332719087600708,0.5370370370370371
370,58,0.7744658589363098,43,0.7368520498275757,0.7333333333333333
371,72,0.231112539768219,18,0.26500141620635986,0.25675675675675674
372,118,0.19505935907363892,26,0.22490587830543518,0.225
373,215,0.4421159029006958,86,0.40575718879699707,0.4009216589861751
374,164,0.3928679823875427,61,0.3790228068828583,0.37349397590361444
375,23,0.11690276861190796,4,0.17978903651237488,0.2
376,206,0.37543386220932007,71,0.3569881021976471,0.34615384615384615
377,105,0.31430697441101074,41,0.3957996666431427,0.3925233644859813
378,205,0.9083393812179565,191,0.924289345741272,0.927536231884058
379,35,0.9777777791023254,34,0.9582647085189819,0.9459459459459459
380,136,0.7208243012428284,96,0.7045472860336304,0.7028985507246377
381,150,0.9116809964179993,137,0.9044640064239502,0.9078947368421053
382,69,0.6996127963066101,49,0.7085037231445312,0.704225352112676
383,19,0.17857831716537476,2,0.10059142857789993,0.14285714285714285
384,129,0.7572380304336548,97,0.746253490447998,0.7480916030534351
385,208,0.9673413634300232,203,0.9607293009757996,0.9714285714285714
386,238,0.6875174045562744,163,0.6846644878387451,0.6833333333333333
387,30,0.803157389163971,23,0.7593073844909668,0.75
388,208,0.7412042617797852,149,0.714216947555542,0.7142857142857143
389,72,0.45287901163101196,26,0.3716537058353424,0.36486486486486486
390,62,0.4788646697998047,37,0.5972076058387756,0.59375
391,98,0.7982158660888672,81,0.8136686682701111,0.82
392,55,0.5870853066444397,32,0.5789942145347595,0.5789473684210527
393,29,0.44959110021591187,12,0.41784992814064026,0.41935483870967744
394,190,0.5175060629844666,96,0.5010238289833069,0.5052083333333334
395,245,0.41439563035964966,91,0.38074949383735657,0.3724696356275304
396,182,0.8453094959259033,144,0.7826411724090576,0.7880434782608695
397,13,0.11953490972518921,1,0.07814294099807739,0.13333333333333333
398,53,0.7767435312271118,41,0.7654390931129456,0.7636363636363637
399,86,0.7735269069671631,66,0.7610976696014404,0.7613636363636364
400,135,0.3267667889595032,42,0.3214227557182312,0.31386861313868614
401,158,0.4540725350379944,70,0.4438607096672058,0.44375
402,16,0.6125908493995667,9,0.561133086681366,0.5555555555555556
403,104,0.1583685278892517,12,0.11014731228351593,0.12264150943396226
404,22,0.07859963178634644,3,0.13706178963184357,0.16666666666666666
405,193,0.2929893136024475,53,0.290486216545105,0.27692307692307694
406,120,0.7032094597816467,88,0.729640543460846,0.7295081967213115
407,238,0.3414672613143921,82,0.356878399848938,0.3458333333333333
408,196,0.14878231287002563,35,0.18516384065151215,0.18181818181818182
409,223,0.20867520570755005,40,0.18608741462230682,0.18222222222222223
410,55,0.4448118805885315,29,0.5227243900299072,0.5263157894736842
411,1,0.5200808048248291,0,0.03390205278992653,0.3333333333333333
412,62,0.9647876024246216,60,0.9559903740882874,0.953125
413,227,0.13353383541107178,28,0.11798286437988281,0.12663755458515283
414,253,0.7990005016326904,202,0.7876501679420471,0.796078431372549
415,40,0.9914636015892029,40,0.9666846394538879,0.9761904761904762
416,77,0.21068090200424194,16,0.21072743833065033,0.21518987341772153
417,39,0.12699848413467407,8,0.21561911702156067,0.21951219512195122
418,98,0.3371778130531311,42,0.43091005086898804,0.43
419,54,0.15365147590637207,4,0.07578694820404053,0.08928571428571429
420,176,0.9545620679855347,169,0.9506710171699524,0.9550561797752809
421,14,0.8215557336807251,10,0.7123239636421204,0.6875
422,123,0.49506455659866333,53,0.432976633310318,0.432
423,170,0.13653403520584106,22,0.12942904233932495,0.13372093023255813
424,226,0.7249577641487122,177,0.7739753723144531,0.7807017543859649
425,16,0.6115733981132507,10,0.62442547082901,0.6111111111111112
426,36,0.9989308714866638,36,0.9666846394538879,0.9736842105263158
427,18,0.4907880425453186,8,0.4442369341850281,0.45
428,137,0.30763012170791626,41,0.31482836604118347,0.302158273381295
429,205,0.6900371313095093,146,0.7103979587554932,0.7101449275362319
430,23,0.22871840000152588,8,0.35673969984054565,0.36
431,99,0.38131964206695557,37,0.38065066933631897,0.37623762376237624
